-0.18566187,0.82946676,0.6721877,-0.39439186,-0.4252895,-0.46584815,-0.44005275,-0.5070339,-0.66389316,-0.621787,-0.6308821,-0.6953917,-0.70256525,-0.7006832,-0.67710686,-0.67482716,-0.6291377,-0.6232609,-0.63037527,-0.60286164
-0.89396185,0.87015647,0.9788867,0.25030372,-0.23545612,-0.30423793,-0.3174153,-0.5823888,-0.76806563,-0.6973675,-0.9877285,-0.874984,-0.9813546,-0.92673767,-0.9473783,-0.98865604,-0.7216133,-1.0061822,-0.9697835,-0.9690691
-0.64571124,0.85622036,0.93818617,0.08504153,-0.07244316,-0.19813637,-0.08726327,-0.45700642,-0.7189059,-0.64196765,-0.65118986,-0.7101759,-0.7152777,-0.6488643,-0.7230135,-0.7122387,-0.70751387,-0.6961132,-0.7858259,-0.77038425
-0.23461217,0.72380644,0.6412345,-0.37067145,-0.35638142,-0.3888052,-0.34865898,-0.4678219,-0.72811747,-0.6225902,-0.67788,-0.7378668,-0.6599375,-0.6993885,-0.6709135,-0.6375522,-0.72113603,-0.6856724,-0.64264613,-0.64860475
-0.90195507,0.8274141,1.0605494,0.5150313,-0.09186131,-0.25161698,-0.271639,-0.6618963,-0.80249566,-0.8399104,-0.89521766,-0.8359801,-0.854396,-0.8415035,-0.92885876,-0.9735847,-0.8756079,-0.770563,-0.8682247,-0.77538246
-0.8262048,0.79179716,0.8720922,0.19417723,-0.108574815,-0.34561336,-0.13317275,-0.50562316,-0.83492804,-0.6884494,-0.8695774,-0.83273584,-0.9994753,-0.76390654,-0.814991,-0.7856385,-0.7806707,-0.891969,-0.8713425,-0.8876369
-0.90839225,0.8738187,0.9561502,0.2586359,-0.1692663,-0.354349,-0.2618081,-0.5563596,-0.87123555,-0.91135603,-0.9947373,-0.8336518,-0.8584025,-0.8335713,-0.9604163,-0.9060955,-0.8074933,-0.8916006,-0.8592453,-0.87866485
-0.9380236,0.84798115,0.95778984,0.2370053,-0.23260039,-0.41896442,-0.27882805,-0.6068463,-0.89828664,-0.96163285,-0.7953103,-1.0106355,-1.0417043,-0.8991828,-1.0465167,-0.9284291,-0.8115244,-0.85991323,-0.94607073,-0.9529729
-0.9134439,0.834701,0.9796143,0.2984887,-0.08030462,-0.35516065,-0.2619372,-0.6044497,-0.7811645,-0.89633924,-0.9140044,-0.91303664,-0.8685121,-0.88849115,-0.9058083,-0.89894027,-0.87646276,-0.78268623,-0.8889657,-0.82917583
-0.37566042,0.74649626,0.801734,-0.23136204,-0.17701665,-0.24072886,-0.25112605,-0.42734584,-0.6568011,-0.66604674,-0.7543573,-0.6175944,-0.63700235,-0.654882,-0.7449768,-0.71038336,-0.6004076,-0.6013105,-0.6466398,-0.6171417
-0.24142332,0.69132155,0.73477644,-0.2295629,-0.2945934,-0.41689563,-0.3275346,-0.5526984,-0.7385177,-0.62415045,-0.6434802,-0.63366306,-0.6473841,-0.6735657,-0.7418012,-0.624878,-0.71165514,-0.7561577,-0.622254,-0.67267215
-0.87631774,0.8035786,0.8648327,0.104106605,-0.2603222,-0.369376,-0.21158466,-0.5500673,-0.72910684,-0.80455476,-0.83182555,-0.89608306,-0.7903319,-0.89717823,-0.8817895,-0.88279295,-0.6813017,-0.93502057,-0.8772663,-0.81860393
-0.37672073,0.6763773,0.7437966,-0.26650083,-0.1381937,-0.32628122,-0.17937519,-0.44302753,-0.67057824,-0.68406165,-0.5929212,-0.73152137,-0.7719294,-0.72799814,-0.71714437,-0.7026421,-0.6740513,-0.6410604,-0.69621605,-0.7653094
-0.30161294,0.6653053,0.7748199,-0.27468783,-0.32176784,-0.35707214,-0.22707726,-0.52346426,-0.65063065,-0.69659156,-0.677432,-0.58869356,-0.5789596,-0.5864213,-0.68925744,-0.672734,-0.53228796,-0.7415995,-0.70028347,-0.6751177
-0.19808592,0.8210161,0.7531722,-0.29144928,-0.40613213,-0.45653525,-0.34345815,-0.5442721,-0.68250346,-0.59539217,-0.6270997,-0.6577612,-0.7038123,-0.7028876,-0.63665265,-0.65653557,-0.5764604,-0.6808132,-0.706823,-0.6965022
-0.9095579,0.80998087,1.0109626,0.33051082,-0.08468561,-0.32486615,-0.23727591,-0.547816,-0.6820066,-0.81183404,-0.87478864,-0.755156,-0.8843062,-0.8359825,-0.82337916,-0.87892604,-0.76458776,-0.89230984,-0.9186728,-0.7969999
-0.2157691,0.76375395,0.75995594,-0.2773012,-0.39303845,-0.47145882,-0.3131692,-0.40449086,-0.6179698,-0.61701256,-0.6646051,-0.5999409,-0.72325116,-0.7236106,-0.6598291,-0.5611802,-0.65382,-0.7047301,-0.66026425,-0.6320443
-0.35084358,0.7287705,0.8696812,-0.18032612,-0.20548688,-0.3749225,-0.23625247,-0.5139234,-0.64468724,-0.73320687,-0.77642554,-0.63714844,-0.6660631,-0.7058567,-0.632377,-0.67653704,-0.8293787,-0.6377637,-0.66895974,-0.6563706
-0.2684894,0.7230415,0.5936416,-0.27050057,-0.37257767,-0.3413788,-0.275478,-0.46958447,-0.61249965,-0.6686101,-0.7618217,-0.72127444,-0.6925939,-0.8016298,-0.6487896,-0.7029976,-0.6953223,-0.75805956,-0.7582051,-0.61073446
-0.91425204,0.76650864,1.0468687,0.26004305,-0.07314469,-0.29958564,-0.17613292,-0.6049966,-0.7444497,-0.93688595,-0.90549845,-0.81197494,-0.8344709,-0.8931032,-0.91964304,-0.7983214,-0.7121784,-0.8479574,-0.8656637,-0.8384203
-0.56939226,0.7966724,0.9497563,-0.049240205,-0.21523401,-0.30459672,-0.25376248,-0.49078435,-0.7081162,-0.65603256,-0.6685071,-0.78519624,-0.60664773,-0.73036283,-0.8090546,-0.68137753,-0.61426246,-0.7088738,-0.7794689,-0.6575308
-0.9051486,0.8315403,0.9863692,0.18497749,-0.2905531,-0.25301176,-0.2504067,-0.56038654,-0.8784323,-0.82069856,-0.86233324,-0.956044,-0.9145885,-0.92310596,-0.9093388,-0.88460666,-0.7527837,-0.98792845,-0.9290372,-0.80310726
-0.87724364,0.85377896,0.96317786,0.21658292,-0.14420407,-0.34804952,-0.16818932,-0.5601208,-0.784606,-0.7576338,-0.93500084,-0.8911465,-0.9399762,-0.81869566,-0.88376176,-0.8846965,-0.7744988,-0.9457195,-0.92841005,-0.8833314
-0.25198734,0.7588976,0.6912267,-0.27745777,-0.2908093,-0.33550635,-0.3317855,-0.56495714,-0.61855245,-0.7147255,-0.6845392,-0.6882717,-0.66654027,-0.5970581,-0.6022251,-0.6858156,-0.60812646,-0.703447,-0.7102601,-0.6534459
-0.85347015,0.89627266,0.97695524,0.24318162,-0.19740754,-0.30978182,-0.20039676,-0.57638377,-0.8089425,-0.80715543,-0.8562511,-0.9204155,-1.0117509,-1.0363444,-0.87368584,-0.8825989,-0.81833273,-0.9468984,-0.867239,-0.8624088
-0.91699433,0.8520311,1.048684,0.36500037,-0.12983865,-0.27306554,-0.20046216,-0.6026805,-0.82677937,-0.8914069,-0.9560846,-0.84430426,-1.0043328,-0.90551776,-1.0214247,-1.0497413,-0.9291156,-0.9301975,-0.9421502,-0.9045608
-0.19809403,0.6940673,0.6804136,-0.33380866,-0.4822705,-0.46918344,-0.33332896,-0.5523545,-0.5557911,-0.5516024,-0.7364438,-0.6340861,-0.7163046,-0.6026304,-0.6123662,-0.6860743,-0.6317807,-0.65617424,-0.6661315,-0.6100077
-0.84828323,0.8867783,0.8918017,0.19455667,-0.23595482,-0.42512608,-0.37535807,-0.55516815,-0.7745232,-0.8959055,-0.93008435,-0.8247398,-0.91437536,-0.9683399,-0.92382574,-0.9765355,-0.81321687,-0.9077309,-0.8684454,-0.85262835
-0.35694277,0.7286173,0.77209234,-0.17024061,-0.3013633,-0.3720079,-0.2591724,-0.5196055,-0.56835806,-0.60800743,-0.6691316,-0.6342885,-0.6764923,-0.6264844,-0.6655567,-0.6396363,-0.6900395,-0.6794695,-0.67598385,-0.6285072
-0.89587384,0.8319554,0.9899307,0.30970773,-0.21739832,-0.36043757,-0.20633253,-0.57631063,-0.91247165,-0.907741,-1.0340044,-0.82684994,-0.8843375,-0.8933422,-0.9221118,-0.9272857,-0.7719676,-0.81474227,-0.8933353,-0.922926
-0.86564994,0.80764115,0.95876056,0.26775363,-0.14536402,-0.25888318,-0.14244865,-0.50358003,-0.76732785,-0.8153994,-0.90127796,-0.8423009,-0.9494904,-0.75253534,-0.8919607,-0.869228,-0.8568232,-0.85878164,-0.8778141,-0.7639096
-0.4296919,0.75304043,0.83795774,-0.10854286,-0.19001403,-0.32349372,-0.19882166,-0.45790392,-0.51839346,-0.5853591,-0.73166573,-0.72376126,-0.7056306,-0.57961446,-0.72933096,-0.6296653,-0.5840766,-0.7431389,-0.67831796,-0.69267994
-0.2071541,0.78416085,0.7111821,-0.32071012,-0.41697666,-0.45468977,-0.3460884,-0.5546091,-0.6869841,-0.59927267,-0.6640392,-0.7240208,-0.68033135,-0.5670353,-0.68883765,-0.6838967,-0.6204337,-0.7248489,-0.61590236,-0.62670696
-0.91844887,0.8113075,0.9680701,0.25437227,-0.08238987,-0.28233325,-0.27572426,-0.64351016,-0.9163185,-0.8733635,-0.9797058,-0.9623933,-0.9139677,-0.8855882,-0.8862694,-0.90802824,-0.7586885,-0.8368515,-0.8961669,-0.843345
-0.1950607,0.65359294,0.6963502,-0.20994239,-0.3527373,-0.44880217,-0.31151763,-0.4434823,-0.6133837,-0.6263236,-0.6346928,-0.6698713,-0.6960196,-0.66266614,-0.6478062,-0.6700342,-0.62885374,-0.65257436,-0.58903545,-0.7032395
-0.88775384,0.85031235,1.0063761,0.24794573,-0.19730383,-0.25716603,-0.1986223,-0.61107916,-0.7610588,-0.8098674,-0.9130752,-0.89515686,-0.94081867,-0.88919896,-0.89232606,-0.8856688,-0.8082366,-0.8561951,-0.9010495,-0.83662325
-0.7608835,0.76204765,0.88275003,0.21415555,-0.04183647,-0.19379744,-0.10350506,-0.42122102,-0.5836497,-0.7413379,-0.7563161,-0.7518898,-0.74509287,-0.82006,-0.70664334,-0.7441331,-0.6970166,-0.8470257,-0.7960365,-0.7346646
-0.5235558,0.85284203,0.8776111,0.00067905476,-0.13443007,-0.22524452,-0.26539162,-0.41356975,-0.51957697,-0.5970559,-0.6539265,-0.5974376,-0.6358218,-0.68766356,-0.692567,-0.72298884,-0.61905766,-0.69341314,-0.7133703,-0.7115269
-0.8720937,0.81051296,1.0448822,0.34693047,-0.049815882,-0.2716564,-0.21406366,-0.5858313,-0.7584615,-0.8435352,-0.913281,-0.8176908,-0.85445845,-0.85670584,-0.8381194,-0.9052518,-0.8432181,-0.89121336,-0.8750365,-0.82840794
-0.7015515,0.818826,0.87330115,0.1148536,-0.06337519,-0.12060647,-0.068419985,-0.3043124,-0.640999,-0.7685809,-0.76706076,-0.6609606,-0.7047575,-0.76842684,-0.698865,-0.7536361,-0.61342305,-0.7034949,-0.7940521,-0.76243436
